Order ID,Items,Item_Count
OD-001272,"[np.str_('Accessories'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001273,"[np.str_('Binders'), np.str_('Tables'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001274,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001275,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-001276,"[np.str_('Chairs'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001277,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-001278,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001279,"[np.str_('Chairs'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Supplies')]",5
OD-001280,"[np.str_('Labels'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-001281,"[np.str_('Labels'), np.str_('Furnishings')]",2
OD-001282,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-001283,"[np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001284,"[np.str_('Labels'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001285,"[np.str_('Supplies'), np.str_('Binders'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001286,"[np.str_('Labels'), np.str_('Paper'), np.str_('Binders')]",3
OD-001287,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001288,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001289,"[np.str_('Paper'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001290,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-001291,"[np.str_('Paper'), np.str_('Phones'), np.str_('Tables'), np.str_('Machines'), np.str_('Copiers')]",5
OD-001292,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Furnishings')]",3
OD-001293,"[np.str_('Labels'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001294,"[np.str_('Binders'), np.str_('Labels'), np.str_('Phones')]",3
OD-001295,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Bookcases')]",3
OD-001296,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Labels'), np.str_('Tables')]",5
OD-001297,"[np.str_('Labels'), np.str_('Binders'), np.str_('Copiers'), np.str_('Phones')]",4
OD-001298,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-001299,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Chairs')]",3
OD-001300,"[np.str_('Accessories'), np.str_('Binders'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-001301,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001302,"[np.str_('Binders'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001303,"[np.str_('Labels'), np.str_('Machines')]",2
OD-001304,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-001305,"[np.str_('Accessories'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001306,"[np.str_('Binders'), np.str_('Furnishings')]",2
OD-001307,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Storage')]",5
OD-001308,"[np.str_('Machines'), np.str_('Accessories'), np.str_('Storage'), np.str_('Supplies')]",4
OD-001309,"[np.str_('Labels'), np.str_('Binders')]",2
OD-001310,"[np.str_('Supplies'), np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001311,"[np.str_('Labels'), np.str_('Phones')]",2
OD-001312,"[np.str_('Labels'), np.str_('Furnishings')]",2
OD-001313,"[np.str_('Binders'), np.str_('Paper'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001314,"[np.str_('Accessories'), np.str_('Phones')]",2
OD-001315,"[np.str_('Chairs'), np.str_('Accessories'), np.str_('Furnishings')]",3
OD-001316,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001317,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001318,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001319,"[np.str_('Tables'), np.str_('Paper'), np.str_('Bookcases')]",3
OD-001320,"[np.str_('Accessories'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001321,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-001322,"[np.str_('Tables'), np.str_('Storage'), np.str_('Supplies'), np.str_('Bookcases')]",4
OD-001323,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-001324,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001325,"[np.str_('Labels'), np.str_('Machines')]",2
OD-001326,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",3
OD-001327,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines')]",3
OD-001328,"[np.str_('Copiers'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-001329,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Storage'), np.str_('Supplies')]",5
OD-001331,"[np.str_('Accessories'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Machines')]",5
OD-001332,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Labels'), np.str_('Supplies')]",5
OD-001333,"[np.str_('Paper'), np.str_('Machines'), np.str_('Tables')]",3
OD-001334,"[np.str_('Paper'), np.str_('Storage'), np.str_('Machines'), np.str_('Tables')]",4
OD-001335,"[np.str_('Bookcases'), np.str_('Tables')]",2
OD-001336,"[np.str_('Binders'), np.str_('Storage')]",2
OD-001337,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-001338,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-001339,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-001340,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-001341,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Machines')]",3
OD-001342,"[np.str_('Binders'), np.str_('Phones')]",2
OD-001343,"[np.str_('Phones'), np.str_('Storage')]",2
OD-001344,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-001345,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Tables'), np.str_('Chairs')]",4
OD-001346,"[np.str_('Tables'), np.str_('Phones'), np.str_('Machines')]",3
OD-001347,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Copiers')]",5
OD-001348,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001349,"[np.str_('Accessories'), np.str_('Tables'), np.str_('Machines'), np.str_('Storage'), np.str_('Supplies')]",5
OD-001350,"[np.str_('Storage'), np.str_('Machines')]",2
OD-001351,"[np.str_('Tables'), np.str_('Storage'), np.str_('Phones'), np.str_('Supplies')]",4
OD-001352,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Binders')]",3
OD-001353,"[np.str_('Phones'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Storage'), np.str_('Supplies')]",5
OD-001354,"[np.str_('Labels'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-001355,"[np.str_('Labels'), np.str_('Chairs')]",2
OD-001356,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001357,"[np.str_('Labels'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001358,"[np.str_('Phones'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001359,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-001360,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001361,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-001362,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-001363,"[np.str_('Tables'), np.str_('Phones')]",2
OD-001364,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001365,"[np.str_('Binders'), np.str_('Copiers')]",2
OD-001366,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-001367,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Furnishings')]",3
OD-001368,"[np.str_('Binders'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001369,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Machines')]",3
OD-001370,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001371,"[np.str_('Labels'), np.str_('Binders'), np.str_('Supplies')]",3
OD-001372,"[np.str_('Tables'), np.str_('Supplies'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-001373,"[np.str_('Labels'), np.str_('Paper'), np.str_('Tables'), np.str_('Chairs')]",4
OD-001374,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Copiers'), np.str_('Machines')]",4
OD-001375,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001376,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-001377,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001378,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Storage')]",3
OD-001379,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-001380,"[np.str_('Accessories'), np.str_('Paper')]",2
OD-001381,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Binders'), np.str_('Furnishings')]",4
OD-001382,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Storage')]",3
OD-001383,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-001384,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-001385,"[np.str_('Labels'), np.str_('Tables')]",2
OD-001386,"[np.str_('Bookcases'), np.str_('Accessories'), np.str_('Binders'), np.str_('Tables')]",4
OD-001387,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001388,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Machines')]",3
OD-001389,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001390,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-001391,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001392,"[np.str_('Machines'), np.str_('Chairs')]",2
OD-001393,"[np.str_('Labels'), np.str_('Paper')]",2
OD-001394,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001395,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Phones')]",3
OD-001396,"[np.str_('Paper'), np.str_('Phones'), np.str_('Binders'), np.str_('Tables'), np.str_('Furnishings')]",5
OD-001397,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Tables')]",4
OD-001398,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Storage'), np.str_('Paper')]",4
OD-001399,"[np.str_('Paper'), np.str_('Chairs')]",2
OD-001401,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001403,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-001404,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001405,"[np.str_('Tables'), np.str_('Phones')]",2
OD-001406,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-001407,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",4
OD-001408,"[np.str_('Phones'), np.str_('Labels'), np.str_('Storage')]",3
OD-001409,"[np.str_('Accessories'), np.str_('Furnishings')]",2
OD-001410,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001411,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-001412,"[np.str_('Labels'), np.str_('Tables'), np.str_('Chairs')]",3
OD-001413,"[np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-001414,"[np.str_('Labels'), np.str_('Paper')]",2
OD-001415,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines')]",3
OD-001416,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Tables')]",4
OD-001417,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Binders'), np.str_('Tables'), np.str_('Furnishings')]",5
OD-001418,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Paper')]",3
OD-001419,"[np.str_('Binders'), np.str_('Labels'), np.str_('Phones')]",3
OD-001420,"[np.str_('Paper'), np.str_('Chairs')]",2
OD-001421,"[np.str_('Binders'), np.str_('Paper')]",2
OD-001422,"[np.str_('Phones'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Storage')]",5
OD-001423,"[np.str_('Labels'), np.str_('Phones'), np.str_('Supplies'), np.str_('Bookcases')]",4
OD-001424,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Tables')]",3
OD-001425,"[np.str_('Labels'), np.str_('Tables'), np.str_('Paper'), np.str_('Accessories')]",4
OD-001426,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Chairs')]",3
OD-001427,"[np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001428,"[np.str_('Paper'), np.str_('Storage'), np.str_('Supplies')]",3
OD-001429,"[np.str_('Copiers'), np.str_('Bookcases'), np.str_('Paper'), np.str_('Storage')]",4
OD-001430,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001431,"[np.str_('Labels'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Machines')]",4
OD-001432,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001433,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Furnishings')]",5
OD-001434,"[np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",3
OD-001435,"[np.str_('Labels'), np.str_('Binders'), np.str_('Phones')]",3
OD-001436,"[np.str_('Labels'), np.str_('Chairs')]",2
OD-001438,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs')]",3
OD-001439,"[np.str_('Machines'), np.str_('Bookcases'), np.str_('Phones'), np.str_('Supplies')]",4
OD-001440,"[np.str_('Binders'), np.str_('Machines'), np.str_('Tables')]",3
OD-001441,"[np.str_('Furnishings'), np.str_('Labels'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001442,"[np.str_('Labels'), np.str_('Tables'), np.str_('Binders')]",3
OD-001444,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001445,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Storage')]",5
OD-001446,"[np.str_('Labels'), np.str_('Chairs')]",2
OD-001447,"[np.str_('Tables'), np.str_('Paper')]",2
OD-001448,"[np.str_('Storage'), np.str_('Chairs')]",2
OD-001449,"[np.str_('Accessories'), np.str_('Copiers')]",2
OD-001450,"[np.str_('Binders'), np.str_('Machines'), np.str_('Accessories')]",3
OD-001451,"[np.str_('Machines'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001452,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001453,"[np.str_('Labels'), np.str_('Chairs')]",2
OD-001454,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Bookcases')]",4
OD-001455,"[np.str_('Paper'), np.str_('Accessories')]",2
OD-001456,"[np.str_('Labels'), np.str_('Binders')]",2
OD-001457,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Storage')]",5
OD-001458,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Bookcases')]",3
OD-001459,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Copiers'), np.str_('Furnishings')]",4
OD-001460,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001461,"[np.str_('Storage'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001462,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Machines'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001463,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Phones'), np.str_('Paper')]",4
OD-001464,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001465,"[np.str_('Copiers'), np.str_('Supplies')]",2
OD-001466,"[np.str_('Paper'), np.str_('Bookcases')]",2
OD-001467,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001468,"[np.str_('Chairs'), np.str_('Copiers'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001469,"[np.str_('Paper'), np.str_('Accessories')]",2
OD-001470,"[np.str_('Binders'), np.str_('Furnishings')]",2
OD-001471,"[np.str_('Paper'), np.str_('Bookcases')]",2
OD-001472,"[np.str_('Accessories'), np.str_('Copiers')]",2
OD-001473,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-001474,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-001475,"[np.str_('Labels'), np.str_('Machines')]",2
OD-001476,"[np.str_('Paper'), np.str_('Storage')]",2
OD-001477,"[np.str_('Paper'), np.str_('Binders')]",2
OD-001478,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Bookcases')]",3
OD-001479,"[np.str_('Tables'), np.str_('Machines'), np.str_('Chairs')]",3
OD-001480,"[np.str_('Bookcases'), np.str_('Phones')]",2
OD-001481,"[np.str_('Binders'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001482,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Storage'), np.str_('Chairs')]",4
OD-001483,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines'), np.str_('Chairs')]",4
OD-001484,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001485,"[np.str_('Labels'), np.str_('Storage'), np.str_('Machines')]",3
OD-001486,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Accessories')]",3
OD-001487,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-001488,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-001489,"[np.str_('Chairs'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-001490,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-001491,"[np.str_('Storage'), np.str_('Machines')]",2
OD-001492,"[np.str_('Labels'), np.str_('Paper'), np.str_('Chairs')]",3
OD-001493,"[np.str_('Labels'), np.str_('Storage'), np.str_('Accessories')]",3
OD-001494,"[np.str_('Labels'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001495,"[np.str_('Tables'), np.str_('Storage'), np.str_('Phones')]",3
OD-001496,"[np.str_('Accessories'), np.str_('Phones')]",2
OD-001497,"[np.str_('Paper'), np.str_('Storage'), np.str_('Supplies')]",3
OD-001498,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001499,"[np.str_('Paper'), np.str_('Tables')]",2
OD-001500,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-001501,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-001502,"[np.str_('Furnishings'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001503,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",5
OD-001504,"[np.str_('Labels'), np.str_('Tables'), np.str_('Copiers')]",3
OD-001505,"[np.str_('Binders'), np.str_('Storage'), np.str_('Phones')]",3
OD-001506,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-001507,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-001508,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-001509,"[np.str_('Supplies'), np.str_('Furnishings')]",2
OD-001510,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Phones')]",3
OD-001511,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Tables'), np.str_('Copiers'), np.str_('Supplies')]",5
OD-001512,"[np.str_('Paper'), np.str_('Machines')]",2
OD-001513,"[np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",3
OD-001514,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-001515,"[np.str_('Tables'), np.str_('Accessories')]",2
OD-001516,"[np.str_('Accessories'), np.str_('Machines')]",2
OD-001517,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-001518,"[np.str_('Paper'), np.str_('Phones'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001519,"[np.str_('Paper'), np.str_('Chairs')]",2
OD-001521,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-001522,"[np.str_('Phones'), np.str_('Labels'), np.str_('Machines'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001523,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-001524,"[np.str_('Accessories'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Binders'), np.str_('Machines')]",5
OD-001525,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001526,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines')]",3
OD-001527,"[np.str_('Bookcases'), np.str_('Supplies')]",2
OD-001528,"[np.str_('Labels'), np.str_('Paper'), np.str_('Binders'), np.str_('Tables')]",4
OD-001529,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-001530,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001531,"[np.str_('Labels'), np.str_('Machines')]",2
OD-001532,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Furnishings')]",5
OD-001533,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-001534,"[np.str_('Labels'), np.str_('Storage'), np.str_('Binders')]",3
OD-001535,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Binders'), np.str_('Machines'), np.str_('Copiers')]",5
OD-001536,"[np.str_('Phones'), np.str_('Storage'), np.str_('Chairs')]",3
OD-001537,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Supplies')]",3
OD-001538,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Phones')]",3
OD-001539,"[np.str_('Phones'), np.str_('Machines')]",2
OD-001540,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Machines')]",3
OD-001541,"[np.str_('Phones'), np.str_('Labels'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-001542,"[np.str_('Accessories'), np.str_('Copiers')]",2
OD-001543,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",4
OD-001544,"[np.str_('Paper'), np.str_('Phones')]",2
OD-001545,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-001546,"[np.str_('Tables'), np.str_('Furnishings')]",2
OD-001547,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Furnishings')]",5
OD-001548,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Machines'), np.str_('Accessories')]",4
OD-001549,"[np.str_('Tables'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-001550,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Machines')]",3
OD-001551,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Machines')]",3
OD-001552,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-001553,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001554,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Binders'), np.str_('Tables')]",4
OD-001555,"[np.str_('Labels'), np.str_('Supplies')]",2
OD-001556,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-001557,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",3
OD-001558,"[np.str_('Bookcases'), np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",4
OD-001559,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Phones'), np.str_('Machines'), np.str_('Copiers')]",5
OD-001560,"[np.str_('Paper'), np.str_('Furnishings')]",2
OD-001561,"[np.str_('Bookcases'), np.str_('Supplies')]",2
OD-001562,"[np.str_('Accessories'), np.str_('Furnishings')]",2
OD-001563,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Supplies')]",3
OD-001564,"[np.str_('Bookcases'), np.str_('Binders')]",2
OD-001565,"[np.str_('Tables'), np.str_('Accessories')]",2
OD-001566,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Machines'), np.str_('Accessories')]",4
OD-001567,"[np.str_('Phones'), np.str_('Tables'), np.str_('Bookcases')]",3
OD-001568,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-001569,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Tables')]",5
OD-001570,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Binders')]",3
OD-001571,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001572,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Storage'), np.str_('Furnishings')]",4
OD-001573,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-001574,"[np.str_('Labels'), np.str_('Paper')]",2
OD-001575,"[np.str_('Labels'), np.str_('Machines'), np.str_('Tables'), np.str_('Chairs')]",4
OD-001576,"[np.str_('Binders'), np.str_('Bookcases')]",2
OD-001577,"[np.str_('Storage'), np.str_('Machines')]",2
OD-001578,"[np.str_('Labels'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Accessories')]",4
OD-001579,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Copiers'), np.str_('Storage')]",5
OD-001580,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Tables')]",4
OD-001581,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Storage')]",5
OD-001582,"[np.str_('Labels'), np.str_('Tables')]",2
OD-001583,"[np.str_('Paper'), np.str_('Tables'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Storage')]",5
OD-001584,"[np.str_('Labels'), np.str_('Supplies'), np.str_('Tables')]",3
OD-001585,"[np.str_('Paper'), np.str_('Storage')]",2
OD-001586,"[np.str_('Accessories'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-001587,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-001588,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Furnishings')]",3
OD-001589,"[np.str_('Tables'), np.str_('Furnishings')]",2
OD-001590,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-001591,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-001592,"[np.str_('Paper'), np.str_('Binders'), np.str_('Tables')]",3
OD-001593,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Binders'), np.str_('Accessories')]",4
